algorithm,expression_str
llm,x * log(x**2 + 1) * cos(log(x**2 + 1))**3 / (x**2 + 1)
llm,x * sin(x**2) * asin(cos(x**2))
llm,x**2 * log(1 + x**2)
llm,cos(x) * exp(sin(x)) * sin(x)**4
llm,x * log(x)**2
llm,x * exp(x**2) * cos(log(1 + exp(x**2))) / (1 + exp(x**2))
llm,x * exp(x**2) * log(sinh(exp(x**2))) * coth(exp(x**2))
llm,cos(x) * log(1 + sin(x))
llm,x * exp(x**2) * sin(exp(x**2))**4 * cos(exp(x**2))**3
llm,x**2 * log(x)
llm,x**2 * log(1 + x**3)**3 / (1 + x**3)
llm,x**2 * cos(x) * exp(x)
llm,x * exp(x**2) * sin(exp(x**2))
llm,x**3 * sin(x**4) * log(1 + cos(x**4))**4 / sqrt(1 + cos(x**4))
llm,x * exp(x**2) * sin(exp(x**2)) * atan(cos(exp(x**2))) / (1 + cos(exp(x**2))**2)
llm,x**3 * sin(x**4) * log(1 + cos(x**4))**3 * sin(log(1 + cos(x**4))) / (1 + cos(x**4))
llm,x * exp(x**2) * sin(exp(x**2))**3 * cos(exp(x**2))**4
llm,x * sin(x**2) * log(1 + cos(x**2))**3 / (1 + cos(x**2))
llm,x * exp(x**2) * asin(exp(x**2))
llm,x**(5/2) * atan(sqrt(x))
llm,exp(sqrt(x)) * cos(sqrt(x)) / sqrt(x)
llm,x * exp(x**2) * tanh(exp(x**2))
llm,x * sin(x**2) * log(1 + sqrt(1 + cos(x**2))) * sqrt(1 + cos(x**2)) / (1 + cos(x**2))
llm,x**3 * sin(x) * cos(x)
llm,x * sin(x**2)**3 * cos(x**2) * sqrt(1 + sin(x**2))
llm,x**2 * exp(x**3) * atan(exp(x**3))
llm,x**3 * acos(x**2) / sqrt(1 - x**4)
llm,x * cos(x**2) * exp(sin(x**2)) * sin(x**2)**2
llm,x * sin(x**2) * atan(cos(x**2))**2 / (1 + cos(x**2)**2)
llm,x * cos(x**2) * sqrt(1 + log(1 + sin(x**2)))**2 / (1 + sin(x**2))
llm,x * log(1 + sin(x**2)**2) * cos(x**2)
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**3 * cos(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,x**2 * sin(x**3) * log(1 + cos(x**3)) * log(log(1 + cos(x**3))) / (1 + cos(x**3))
llm,x * cos(x**2) * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))
llm,x * sin(x**2) * exp(cos(x**2)) * sqrt(1 + exp(cos(x**2)))
llm,sin(x)**2 * cos(x)**3
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**2
llm,log(x) / x
llm,x**2 * exp(x**3) * sqrt(exp(x**3) - 1) / (exp(x**3) + 1)
llm,exp(x) * sqrt(1 - exp(x))
llm,x * exp(x**2) * acos(exp(x**2)) / sqrt(1 - exp(2*x**2))
llm,x * cos(x**2) * (1 + sin(x**2))**(2/3) * log(1 + sin(x**2))**2
llm,x * exp(x**2) * atan(sqrt(exp(x**2) + 1))
llm,x * exp(x**2) * atan(exp(x**2))**6 / (1 + exp(2*x**2))
llm,x * sin(x**2) * (1 + cos(x**2))**(1/3) * log(1 + cos(x**2))
llm,x**2 * cos(x**3) * sqrt(1 + log(1 + sin(x**3))) / (1 + sin(x**3))
llm,x**3 * cos(x**4) * atan(sqrt(1 + sin(x**4))) / sqrt(1 + sin(x**4))
llm,x**3 * asin(x**2) / sqrt(1 - x**4)
llm,x * log(1 + x**2) / (1 + x**2)
llm,x * exp(x**2) * cos(exp(x**2))**5
llm,x * exp(x**2) * cos(exp(x**2)) * sin(exp(x**2))
llm,x * cos(x**2) * sqrt(exp(sin(x**2)) + 1) * log(1 + sqrt(exp(sin(x**2)) + 1))**2 * exp(sin(x**2)) / (exp(sin(x**2)) + 1)
llm,x**2 * exp(x**3) * sqrt(exp(x**3) + 1) * atan(sqrt(exp(x**3) + 1))
llm,x * sin(sqrt(x**2 + 1)) / sqrt(x**2 + 1)
llm,x**5 * sin(x**6) * log(1 + atan(cos(x**6))) / (1 + cos(x**6)**2)
llm,x / (x**2 + 1)
llm,sin(x)**3 * cos(x)**2
llm,log(x) * sin(log(x)) * cos(log(x)) / x
llm,x * sin(x**2) * cos(x**2) * sqrt(1 + sin(x**2)**2)
llm,x * sin(x**2) * log(1 + cos(x**2))**4 * cos(log(1 + cos(x**2))) / (1 + cos(x**2))
llm,x * cos(x**2) * exp(sin(x**2)) * atan(exp(sin(x**2)))**3 / (1 + exp(2*sin(x**2)))
llm,x * exp(x**2) * log(1 + sqrt(exp(x**2) - 1)) / sqrt(exp(x**2) - 1)
llm,x * cos(x**2) / (1 + sin(x**2))
llm,sin(log(x)) * cos(log(x)) * log(x) / x
llm,x * exp(x**2) * sqrt(1 + exp(exp(x**2))) * exp(exp(x**2))
llm,x**2 * cos(x**3) * exp(sin(x**3)) * sin(x**3)
llm,x * sin(sqrt(x)) / sqrt(x)
llm,x * exp(x**2) * sin(exp(x**2))**3
llm,x * cos(x**2) * sin(x**2) * asin(sin(x**2)) / sqrt(1 - sin(x**2)**2)
llm,x**3 * sin(x**4) / sqrt(1 + cos(x**4)) * log(1 + cos(x**4))
llm,x**3 * log(1 + x**4) / (1 + x**4)
llm,x * log(1 + log(x**2 + 1)) / (x**2 + 1)
llm,x * cos(x**2) * log(atan(sin(x**2))) / (1 + sin(x**2)**2)
llm,x * cos(x**2) * sqrt(exp(sin(x**2)) + 1) * atan(sqrt(exp(sin(x**2)) + 1)) * exp(sin(x**2))
llm,x**2 * log(1 + x**3)
llm,x**2 * exp(x**3) * cos(x**3)
llm,x * sin(x**2) * cos(x**2) * log(1 + cos(x**2)**2)
llm,x * sin(log(x**2 + 1)) * cos(log(x**2 + 1))**2 / (x**2 + 1)
llm,x**2 * cos(x**3) * log(1 + sin(x**3)) * log(log(1 + sin(x**3))) / (1 + sin(x**3))
llm,x * sin(x**2) * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))
llm,x**4 * cos(x**5) * sqrt(1 + sin(x**5)) * log(1 + sin(x**5))
llm,x * sin(x)**2 * cos(x)
llm,x**5 * cos(x**6) * sqrt(1 + sin(x**6)) * log(1 + sin(x**6))
llm,exp(x) / (1 + exp(x))
llm,x * cos(x**2) * sin(x**2)**2 * sqrt(1 + sin(x**2))
llm,sin(2*x) / (1 + sin(x)**2)
llm,x**4 * sin(x**5) ** 2 * cos(x**5)
llm,x * sin(x**2) * sqrt(1 + exp(cos(x**2))) * exp(cos(x**2))
llm,x * asin(x**2) * sqrt(1 - x**4)
llm,x**3 * log(sqrt(1 + x**2))
llm,x * atan(1 + x**2) / (1 + (1 + x**2)**2)
llm,x * exp(x**2) * sinh(exp(x**2))**2 * cosh(exp(x**2))
llm,x * log(1 + sqrt(1 + x**2))**2 / sqrt(1 + x**2)
llm,x**3 * sin(x**4) * (1 + cos(x**4))**(1/3) * log(1 + cos(x**4))
llm,x**2 * sin(x**3) * cos(x**3) * sqrt(exp(sin(x**3)**2))
llm,x**3 * exp(x**4) * sqrt(1 + exp(x**4)) * log(1 + exp(x**4))
llm,x * exp(x**2) * asinh(exp(x**2))**2 / sqrt(1 + exp(2*x**2))
llm,x**3 * cos(x**4) * (1 + sin(x**4))**(2/3) * log(1 + sin(x**4))
llm,sin(x) * cos(sin(x)) * cos(x)
llm,x * cos(x**2) * log(1 + sin(x**2))**2 / (1 + sin(x**2))
llm,x * log(x**2 + 1)**2 * log(log(x**2 + 1))**2 / (x**2 + 1)
llm,x * sin(x**2) * log(1 + asin(cos(x**2)))**2 / sqrt(1 - cos(x**2)**2)
llm,x * exp(cos(x**2)) * sin(x**2) * cos(x**2)**2
llm,x**3 * cos(x**4) * sin(x**4) / sqrt(1 + sin(x**4)**2)
llm,x * log(1 + cos(x**2)) * sin(x**2)
llm,x * cos(x**2) * atan(exp(sin(x**2)))**2 * exp(sin(x**2)) / (1 + exp(2*sin(x**2)))
llm,x**2 * sin(x**3) * sqrt(1 + cos(x**3)) * log(1 + cos(x**3))**2
llm,x * sin(x**2) * sqrt(1 + sin(x**2)) * cos(x**2)
llm,x**2 * atan(1 + x**3)
llm,x * exp(x) * sin(x)
llm,x * sin(x**2) * log(1 + cos(x**2))**2 / sqrt(1 + cos(x**2))
llm,x * exp(x**2) * sqrt(1 + exp(x**2)) * log(1 + exp(x**2))
llm,x**3 * cos(x**4) * log(1 + sin(x**4)) / (1 + sin(x**4))
llm,x**3 * cos(x**2) * sin(x**2)**2
llm,x**2 * exp(x**3) * (1 + exp(x**3))**(1/3) * log(1 + exp(x**3))**2
llm,x * sin(x**2) * cos(x**2)**3
llm,x * sin(x**2) * log(1 + asin(cos(x**2))) / sqrt(1 - cos(x**2)**2)
llm,x * exp(x**2) * atan(exp(x**2))**5 / (1 + exp(2*x**2))
llm,x**2 * log(1 + sqrt(x))
llm,x * exp(x**2) * atan(sqrt(exp(x**2)-1)) * exp(x**2) / sqrt(exp(x**2)-1)
llm,x * sin(x)**3
llm,sqrt(x) * sin(sqrt(x))
llm,x * exp(x**2) * sin(exp(x**2)) * sqrt(1 + cos(exp(x**2)))
llm,x * exp(x**2) * cos(exp(x**2)) * log(1 + sin(exp(x**2)))**2 / (1 + sin(exp(x**2)))
llm,x * exp(x**2) * sin(log(1 + exp(x**2))) / (1 + exp(x**2))
llm,x * sin(x**2) * cos(x**2) * log(cos(x**2)**2 + 1) / sqrt(cos(x**2)**2 + 1)
llm,x * log(x**2 + 1) * sin(log(x**2 + 1))**4 * cos(log(x**2 + 1)) / (x**2 + 1)
llm,x * sin(x**2) * log(1 + cos(x**2))**3
llm,x * exp(x**2) * cos(log(1 + exp(x**2))) * sin(log(1 + exp(x**2))) / (1 + exp(x**2))
llm,x * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))**5
llm,x * exp(x**2) * sin(exp(x**2)) * cos(exp(x**2))
llm,x * exp(-x) * sin(x)
llm,x * sin(x**2) * sqrt(1 + exp(cos(x**2))) * exp(cos(x**2)) * log(1 + exp(cos(x**2)))
llm,x**5 * sin(x**6) * sqrt(1 + cos(x**6)) * log(1 + cos(x**6))
llm,x * log(x + 1)
llm,x * sin(log(x**2 + 1))**4 * cos(log(x**2 + 1)) / (x**2 + 1)
llm,asin(x) / sqrt(1 - x**2)
llm,x**2 * cos(x**3) * log(1 + sin(x**3))
llm,x**2 * cos(x**3) * log(1 + sin(x**3))**2 * cos(log(1 + sin(x**3))) / (1 + sin(x**3))
llm,x**2 * sin(x**3) * cos(x**3)
llm,x * sin(x**2) * cos(x**2) / sqrt(1 + cos(x**2)**2)
llm,x**3 * sin(x**4) * (1 + cos(x**4))**(2/3) * log(1 + cos(x**4))
llm,x**3 * exp(x**2)
llm,x * cos(x**2) * log(1 + atan(sin(x**2)))**3 / (1 + sin(x**2)**2)
llm,x * sin(x**2) * cos(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**2 * sin(log(1 + sin(x**2)))
llm,x * exp(x**2)
llm,x**2 * sin(x**3) * log(1 + cos(x**3))
llm,x * exp(x**2) * log(1 + cos(exp(x**2))) * sin(exp(x**2))
llm,x * sin(x**2) * log(1 + cos(x**2))**4 / (1 + cos(x**2))
llm,x**7 / (1 + x**16)
llm,x * cos(x**2) * log(1 + sin(x**2))**2 / sqrt(1 + sin(x**2))
llm,x * atan(sqrt(x))
llm,x * cos(x**2) * sqrt(1 + atan(sin(x**2))) / (1 + sin(x**2)**2)
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sqrt(1 + sin(x**2)))
llm,x**2 * cos(x**3) * (1 + sin(x**3))**(3/2) * log(1 + sin(x**3))
llm,x * sin(x**2) * (1 + cos(x**2))**(2/3) * log(1 + cos(x**2))**3
llm,x * sin(x)**2
llm,sin(x)**3 * cos(x) * log(1 + sin(x))
llm,x**2 * cos(x**3) * sqrt(1 + sin(x**3)) * log(1 + sin(x**3))**3
llm,x * sin(x**2) * exp(cos(x**2)) * cos(x**2)**3
llm,x**2 * sin(x**3) / sqrt(1 + cos(x**3))
llm,x * sin(x**2) * log(1 + sqrt(1 + cos(x**2))) / sqrt(1 + cos(x**2))
llm,x * exp(x**2) * log(1 + sinh(exp(x**2))) * cosh(exp(x**2))
llm,sin(2*x) * sqrt(1 + sin(x))
llm,x * exp(x**2) * log(1 + sqrt(1 + exp(x**2))) * sqrt(1 + exp(x**2)) / (1 + exp(x**2))
llm,x * log(1 + sqrt(1 + x**2)) / sqrt(1 + x**2)
llm,x * sin(x**2) * log(1 + cos(x**2)) / sqrt(1 + cos(x**2))
llm,x * sin(x**2) * log(1 + cos(x**2))**6 / sqrt(1 + cos(x**2))
llm,x * exp(x**2) * log(cosh(exp(x**2))) * tanh(exp(x**2))
llm,x * cos(x**2) * log(1 + sin(x**2)) * cos(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,cos(x) * exp(sin(x)) * sin(x)**5
llm,x * sin(x**2) * log(1 + sqrt(cos(x**2))) / sqrt(cos(x**2))
llm,x * exp(x**2) * sin(exp(x**2)) * cos(log(1 + cos(exp(x**2)))) / (1 + cos(exp(x**2)))
llm,x * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))
llm,x * cos(x**2) * sqrt(1 - sin(x**2))
llm,x * exp(x**2) * atanh(exp(x**2))**3 / (1 - exp(2*x**2))
llm,sqrt(x) * cos(sqrt(x))
llm,cos(x) * log(1 + sin(x)**2) * sin(x)**3
llm,(x**2 + 1) * exp(x)
llm,x * cos(x**2) * log(1 + sqrt(1 + sin(x**2))) / sqrt(1 + sin(x**2))
llm,x**2 * exp(x**3) * log(1 + acos(exp(x**3))) / sqrt(1 - exp(2*x**3))
llm,x * tan(x**2) * log(sec(x**2)) * sec(x**2)**2
llm,sin(log(x)) * cos(log(x)) / x
llm,x * sin(x**2) * sqrt(1 - cos(x**2))
llm,x * cos(x**2) * log(1 + sin(x**2))**3 / (1 + sin(x**2))
llm,x**2 * exp(x**3) * log(1 + sqrt(1 + exp(x**3))) / sqrt(1 + exp(x**3))
llm,x * exp(x**2) * sin(exp(x**2)) * log(1 + cos(exp(x**2))) / (1 + cos(exp(x**2)))
llm,x * atan(sqrt(exp(x**2) - 1)) / sqrt(exp(x**2) - 1)
llm,x * cos(x**2) * log(1 + atan(sin(x**2))) / (1 + sin(x**2)**2)
llm,x * sin(x**2) * log(atan(cos(x**2))) / (1 + cos(x**2)**2)
llm,x**5 * cos(x**6) * log(1 + atan(sin(x**6))) / (1 + sin(x**6)**2)
llm,x * exp(sin(x**2)) * cos(x**2) * atan(exp(sin(x**2)))
llm,x * cos(x**2) * log(1 + sin(x**2))**3 * sin(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,x * sin(log(x**2 + 1))**2 * cos(log(x**2 + 1)) / (x**2 + 1)
llm,x * exp(x**2) * asin(exp(x**2)) / sqrt(1 - exp(2*x**2))
llm,x * exp(sin(x**2)) * cos(x**2) * atan(exp(sin(x**2))) / (1 + exp(2*sin(x**2)))
llm,x * exp(x**2) * log(1 + exp(x**2))**2 * sin(log(1 + exp(x**2))) / (1 + exp(x**2))
llm,x**2 * exp(-x**3) * log(1 + exp(x**3))
llm,x * cos(x**2) * exp(-sin(x**2)) * atan(exp(sin(x**2)))
llm,x * sin(x**2) * log(1 + atan(exp(cos(x**2)))) * exp(cos(x**2)) / (1 + exp(2*cos(x**2)))
llm,x * exp(x**2) * (1 + exp(x**2))**(1/3) * log(1 + exp(x**2))**3
llm,x * cos(x**2) * log(1 + exp(sin(x**2))) * exp(sin(x**2))
llm,x**3 * cos(x**4)
llm,x * exp(sin(x**2)) * atan(exp(sin(x**2)))**3 * cos(x**2) / (1 + exp(2*sin(x**2)))
llm,x * cos(x**2) * log(1 + sin(x**2))**2 * sin(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,x * atan(1 + x**2)
llm,x * log(1 + x) / (1 + x)**(3/2)
llm,x * cos(x**2) * sqrt(exp(sin(x**2)) + 1) * log(exp(sin(x**2)) + 1) / (exp(sin(x**2)) + 1)
llm,x * exp(x**2) * log(atan(exp(cos(x**2)))) * sin(x**2) * exp(cos(x**2)) / (1 + exp(2*cos(x**2)))
llm,x**3 * exp(x**4)
llm,x**2 * sin(x**3) * sqrt(1 + cos(x**3)) * log(1 + cos(x**3))
llm,x * cos(x)**2 * sin(x)
llm,x * sin(x**2)**3 * cos(x**2)
llm,x**2 * exp(x**3) * sin(exp(x**3)) * cos(exp(x**3))
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sqrt(1 + sin(x**2))) / (1 + sin(x**2))
llm,x**4 * sin(x**5) * log(1 + sin(x**5)) * cos(x**5) / sqrt(1 + sin(x**5))
llm,x * cos(x**2)**2 * sin(x**2)
llm,x * sin(x**2) * log(1 + cos(x**2)) * sin(log(1 + cos(x**2))) / (1 + cos(x**2))
llm,x**2 * cos(x**3)
llm,x * atan(exp(x**2)) * exp(x**2) / (1 + exp(2*x**2))
llm,x * log(atan(exp(x**2))) * exp(x**2) / (1 + exp(2*x**2))
llm,cos(x) * sin(x)**2 / sqrt(1 + sin(x))
llm,x**2 * cos(x**3) * atan(sqrt(1 + sin(x**3))) / sqrt(1 + sin(x**3))
llm,x * cos(x**2) * sin(x**2) * sqrt(1 + cos(x**2))
llm,x**3 * sin(x**4) * log(1 + log(1 + cos(x**4)))**3 / (1 + cos(x**4))
llm,x * exp(x**2) * sqrt(1 + exp(x**2)) * log(exp(x**2) + 1)
llm,x * cos(x**2) * log(1 + asin(sin(x**2))) / sqrt(1 - sin(x**2)**2)
llm,x * log(1+sqrt(x)) * atan(sqrt(x)) / (1+sqrt(x))
llm,x**2 * log(atan(exp(x**3))) * exp(x**3) / (1 + exp(2*x**3))
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**2 * cos(log(1 + sin(x**2)))
llm,x**3 * sin(x**4) * log(1 + cos(x**4))**3 * sqrt(1 + cos(x**4))
llm,x * log(1 + sqrt(x**2 + 1)) / sqrt(x**2 + 1)
llm,sin(x) * log(1 + cos(x)**2) * cos(x)
llm,x * sinh(x**2) * log(cosh(x**2)) * cosh(x**2)
llm,x**3 * log(1 + x**4) / sqrt(1 + x**4)
llm,tan(x) * log(cos(x))
llm,x * exp(x**2) * sin(exp(x**2))**3 * cos(exp(x**2))
llm,x * sin(log(1 + x**2)) * log(1 + x**2) / (1 + x**2)
llm,x * sin(x**2) * log(1 + cos(x**2))**3 * cos(log(1 + cos(x**2))) / (1 + cos(x**2))
llm,x * cos(x**2) * exp(sin(x**2)) * atan(exp(sin(x**2)))**2 / (1 + exp(2*sin(x**2)))
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**3
llm,sqrt(x) * log(x)**2
llm,x**5 * cos(x**6) * log(1 + log(1 + sin(x**6))) / (1 + sin(x**6))
llm,x * exp(x**2) * atanh(exp(x**2)) / (1 - exp(2*x**2))
llm,x * cos(x**2) * log(1 + sin(x**2))**3 / sqrt(1 + sin(x**2))
llm,x * exp(x**2) * cos(exp(x**2))**2 * sin(exp(x**2))
llm,x * tan(x)**2
llm,x**2 * log(x)**2
llm,x * exp(x**2) * log(sinh(exp(x**2)))**4 * cosh(exp(x**2)) / sinh(exp(x**2))
llm,x**2 * sin(x**3) * log(1 + cos(x**3))**2 * sin(log(1 + cos(x**3))) / (1 + cos(x**3))
llm,x**2 * cos(x**3) * atan(sin(x**3))
llm,x * cos(x**2) * (1 + sin(x**2))**(1/3) * log(1 + sin(x**2))**2
llm,x**3 * log(1 + x**2)
llm,x * exp(x**2) * sqrt(1 + exp(x**2))
llm,x**3 * log(x**2 + sqrt(1 + x**4)) / sqrt(1 + x**4)
llm,x * sin(x**2) * acos(cos(x**2))
llm,x * cos(x**2) * log(log(sin(x**2) + 1)) / (sin(x**2) + 1)
llm,x * cosh(x**2) * log(sinh(x**2))**2
llm,x**2 * exp(x**3) * log(1 + exp(x**3))
llm,x * exp(cos(x**2)) * sin(x**2) * atan(exp(cos(x**2))) / (1 + exp(2*cos(x**2)))
llm,x * exp(x**2) * cos(exp(x**2)) * sin(exp(x**2))**4
llm,x * cos(x**2) * log(1 + sin(x**2))**2 * cos(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,x * exp(sin(x**2)) * log(exp(sin(x**2)) + 1)**2 * cos(x**2) / (1 + exp(sin(x**2)))
llm,x**3 * sin(x**4) * log(atan(cos(x**4))) / (1 + cos(x**4)**2)
llm,x * exp(x**2) * sin(exp(x**2)) / sqrt(1 + cos(exp(x**2)))
llm,x * log(1 + sqrt(x))
llm,x**2 * sin(x**3) / (1 + cos(x**3))
llm,x * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))**3 * sin(log(1 + cos(x**2))) / (1 + cos(x**2))
llm,x**2 * exp(x) * sin(x)
llm,x * log(x**2 + 1) * log(log(x**2 + 1)) / (x**2 + 1)
llm,x * sin(1 + x**2) * cos(1 + x**2)
llm,log(1 + sqrt(x)) * sqrt(x) / (1 + sqrt(x))
llm,x * exp(x**2) * cos(exp(x**2)) * atan(sin(exp(x**2)))**2 / (1 + sin(exp(x**2))**2)
llm,x * exp(x**2) * log(1 + exp(x**2))**5 * cos(log(1 + exp(x**2))) / (1 + exp(x**2))
llm,x * cos(x**2) * sqrt(1+sin(x**2)) * log(1+sin(x**2))
llm,x * atan(x**2) * sqrt(1+x**4)
llm,x * exp(x**2) * sqrt(1 + exp(x**2)) * log(1 + sqrt(1 + exp(x**2)))**2 / (1 + exp(x**2))
llm,sin(x) * log(1 + cos(x))
llm,x**2 * cos(x**3) * log(atan(sin(x**3)))**2 / (1 + sin(x**3)**2)
llm,x**2 * sin(x**3) * log(1 + cos(x**3))**2
llm,x**3 * sin(x**4) * (1 + cos(x**4))**(2/3) * log(1 + cos(x**4))**2
llm,log(x)**3 / x
llm,x * exp(x**2) * sin(exp(x**2)) * atan(cos(exp(x**2)))**4 / (1 + cos(exp(x**2))**2)
llm,x * sin(log(x**2 + 1))**5 * cos(log(x**2 + 1)) / (x**2 + 1)
llm,x * exp(-x**2)
llm,x**2 * exp(-x**3) * cos(x**3)
llm,x**2 * sin(x**3) * cos(x**3) * exp(cos(x**3)**2)
llm,x**2 * cos(x**3) * log(1 + sin(x**3))**2
llm,sin(x) * cos(x) * exp(sin(x))
llm,x * exp(x**2) * log(1 + asin(exp(x**2))) / sqrt(1 - exp(2*x**2))
llm,x**3 * cos(x**4) * log(1 + log(1 + sin(x**4)))**2 / (1 + sin(x**4))
llm,x * exp(x**2) * cos(exp(x**2)) * log(1 + sin(exp(x**2)))**3 / (1 + sin(exp(x**2)))
llm,x * cos(x**2) * cos(sin(x**2))
llm,x * exp(x**2) * sin(exp(x**2)) * cos(exp(x**2)) * sqrt(1 + cos(exp(x**2)))
llm,x**2 * cos(x**3) * (1 + sin(x**3))**(2/3) * log(1 + sin(x**3))
llm,x * atan(sqrt(1 - x**2)) / sqrt(1 - x**2)
llm,x * acos(x**2)
llm,x * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))**2
llm,x**3 * exp(x) * sin(x)
llm,x * sin(log(x**2 + 1)) * log(x**2 + 1) * cos(log(x**2 + 1)) / (x**2 + 1)
llm,x**2 * atan(exp(x**3))**2 * exp(x**3) / (1 + exp(2*x**3))
llm,x * sin(x**2) * log(1 + sqrt(1 + cos(x**2))) * cos(x**2) / (1 + cos(x**2))
llm,exp(x) * sqrt(1 + exp(x))
llm,x * cos(x**2) * atan(sin(x**2)) / (1 + sin(x**2)**2)
llm,x**2 * sin(x**3) * sqrt(1 - cos(x**3))
llm,x * sin(log(x**2 + 1)) * cos(log(x**2 + 1))**8 / (x**2 + 1)
llm,x * asin(x) / sqrt(1 - x**2)
llm,x * sin(x**2) * log(1 + cos(x**2))**5 * cos(log(1 + cos(x**2))) / (1 + cos(x**2))
llm,cos(x) * log(1 + sin(x)**2)
llm,x**2 * atan(sqrt(x))
llm,x**3 / (1 + x**8)
llm,sin(x) * cos(x) * log(1 + sin(x)**2) / sqrt(1 + sin(x)**2)
llm,x * sin(x**2) * (1 + cos(x**2))**(2/3) * log(1 + cos(x**2))**2
llm,x * atan(x**2)
llm,x * cos(x**2) * log(1 + sin(x**2))**5 * cos(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,x * exp(x**2) * sin(exp(x**2))**5 * cos(exp(x**2))
llm,x * cos(x**2) * atan(sqrt(1 + sin(x**2))) / sqrt(1 + sin(x**2))
llm,x * log(1 + sin(x**2)) * cos(x**2)
llm,x**3 * atan(x**2)
llm,x * exp(x**2) * coth(exp(x**2))
llm,x**3 * log(sqrt(1 + x**4))
llm,x * exp(x**2) * atan(sqrt(1 + exp(x**2)))
llm,x * exp(x**2) * log(1 + atan(exp(x**2)))**2 / (1 + exp(2*x**2))
llm,x * exp(x**2) * sin(exp(x**2)) / (1 + cos(exp(x**2)))
llm,x**2 * atan(sqrt(1 + x**3)) / sqrt(1 + x**3)
llm,x * exp(x**2) * cos(exp(x**2))**3 * sin(exp(x**2))
llm,x * atan(x**2) * log(1 + x**4)
llm,x * exp(x**2) * sinh(exp(x**2)) / cosh(exp(x**2))
llm,x**3 * cos(x**4) * (1 + sin(x**4))**(1/3) * log(1 + sin(x**4))
llm,tan(sqrt(x)) / sqrt(x)
llm,x * exp(x**2) * csch(exp(x**2))
llm,x * sin(log(x**2 + 1))**8 * cos(log(x**2 + 1)) / (x**2 + 1)
llm,x * cos(x**2) * exp(sin(x**2)) * atan(exp(sin(x**2))) / (1 + exp(2*sin(x**2)))
llm,x * sin(x**2) * cos(x**2) * exp(sin(x**2)) * sqrt(1 + sin(x**2))
llm,x * sin(x**2) * atan(sqrt(1 + cos(x**2))) / sqrt(1 + cos(x**2))
llm,x**4 * exp(x**5) * sin(x**5)
llm,x * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2))**2 * cos(log(1 + cos(x**2)))
llm,x * log(x**2 + 1)**2 * log(log(x**2 + 1)) / (x**2 + 1)
llm,x**2 * exp(x**3) * log(1 + exp(x**3))**2 / sqrt(1 + exp(x**3))
llm,x * exp(x**2) * sin(exp(x**2)) * cos(exp(x**2))**4
llm,x * sin(x**2) * cos(x**2) * atan(sin(x**2)) / (1 + sin(x**2)**2)
llm,x * exp(x**2) * cos(exp(x**2)) * log(1 + sin(exp(x**2)))
llm,atan(sqrt(x)) / sqrt(x)
llm,x * cos(x**2) * log(1 + sin(x**2)) * log(log(1 + sin(x**2))) / (1 + sin(x**2))
llm,x * exp(x**2) * asin(exp(x**2))**2 / sqrt(1 - exp(2*x**2))
llm,x * exp(x**2) * (1 + exp(x**2))**(1/3) * log(1 + exp(x**2))**2
llm,x * exp(x**2) * sin(exp(x**2))**2 * cos(exp(x**2))
llm,x**3 * sin(x**4) * log(1 + atan(cos(x**4))) / (1 + cos(x**4)**2)
llm,x * sin(x**2) * cos(x**2) / sqrt(1 + sin(x**2)**2)
llm,x * sinh(x**2) * cosh(x**2) * log(cosh(x**2))
llm,x * exp(x**2) * tanh(exp(x**2))**3
llm,x * exp(x**2) * log(cosh(exp(x**2)))**2 * sinh(exp(x**2)) / cosh(exp(x**2))
llm,x**2 * cos(x**3) * sin(x**3) / sqrt(1 + sin(x**3)**2)
llm,x * sqrt(1+cos(x**2)) * sin(x**2) * log(1+cos(x**2))
llm,x * log(1 + x) * exp(-x)
llm,x * sin(x**2) * log(log(1 + cos(x**2)))**2 / (1 + cos(x**2))
llm,x * atan(sqrt(x)) * sqrt(x)
llm,x * tan(x**2) * log(sec(x**2))**4
